date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
8/9/15,Zambia,Gabon,1,1,Friendly,TRUE,FALSE,FALSE
12/9/15,Rwanda,Gabon,0,1,Friendly,TRUE,FALSE,FALSE
30/9/15,Botswana,Ethiopia,2,3,Friendly,TRUE,FALSE,FALSE
2/10/15,Oman,Syria,2,1,Friendly,TRUE,FALSE,FALSE
3/10/15,Jordan,Iraq,3,0,Friendly,TRUE,FALSE,FALSE
7/10/15,Comoros,Lesotho,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
7/10/15,Mauritius,Kenya,2,5,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
7/10/15,Seychelles,Burundi,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
7/10/15,Tanzania,Malawi,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Albania,Serbia,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Argentina,Ecuador,0,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Bahrain,Uzbekistan,0,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Bhutan,Maldives,3,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Bolivia,Uruguay,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Burma,Lebanon,0,2,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
8/10/15,Chile,Brazil,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Colombia,Peru,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,East Timor,Palestine,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,France,Armenia,4,0,Friendly,TRUE,FALSE,FALSE
8/10/15,Georgia,Gibraltar,4,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Hungary,Faroe Islands,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Ireland,Germany,1,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Jordan,Australia,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Korea DPR,Philippines,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Kuwait,Korea Republic,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Kyrgyzstan,Tajikistan,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Laos,Malaysia,1,3,Friendly,FALSE,FALSE,TRUE
8/10/15,Liberia,Guinea-Bissau,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Nigeria,Congo DR,0,2,Friendly,FALSE,FALSE,TRUE
8/10/15,Northern Ireland,Greece,3,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Oman,Iran,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Portugal,Denmark,1,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Qatar,China,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Romania,Finland,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Sao Tome and Principe,Ethiopia,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Saudi Arabia,United Arab Emirates,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Scotland,Poland,2,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Singapore,Afghanistan,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Syria,Japan,0,3,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
8/10/15,Turkmenistan,India,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Venezuela,Paraguay,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
8/10/15,Vietnam,Iraq,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Algeria,Guinea,1,2,Friendly,TRUE,FALSE,FALSE
9/10/15,Burkina Faso,Mali,1,4,Friendly,FALSE,FALSE,TRUE
9/10/15,Djibouti,Swaziland,0,6,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
9/10/15,England,Estonia,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Gambia,Namibia,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Liechtenstein,Sweden,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Macedonia,Ukraine,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Moldova,Russia,1,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Montenegro,Austria,2,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Morocco,Ivory Coast,0,1,Friendly,TRUE,FALSE,FALSE
9/10/15,Slovakia,Belarus,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Slovenia,Lithuania,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Somalia,Niger,0,2,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
9/10/15,Spain,Luxembourg,4,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Switzerland,San Marino,7,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
9/10/15,Thailand,Hong Kong,1,0,Friendly,TRUE,FALSE,FALSE
9/10/15,Tunisia,Gabon,3,3,Friendly,TRUE,FALSE,FALSE
10/10/15,Andorra,Belgium,1,4,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Azerbaijan,Italy,1,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Bosnia-Herzegovina,Wales,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Chad,Sierra Leone,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Croatia,Bulgaria,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Czech Republic,Turkey,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Eritrea,Botswana,0,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Iceland,Latvia,2,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Israel,Cyprus,1,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Kazakhstan,Netherlands,1,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Kosovo,Equatorial Guinea,2,0,Friendly,TRUE,FALSE,FALSE
10/10/15,Madagascar,Central African Republic,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
10/10/15,Norway,Malta,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
10/10/15,USA,Mexico,2,3,Friendly,TRUE,FALSE,FALSE
11/10/15,Armenia,Albania,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Denmark,France,1,2,Friendly,TRUE,FALSE,FALSE
11/10/15,Egypt,Zambia,3,0,Friendly,FALSE,FALSE,TRUE
11/10/15,Ethiopia,Sao Tome and Principe,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Faroe Islands,Romania,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Finland,Northern Ireland,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Germany,Georgia,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Gibraltar,Scotland,0,6,Euro 2016 Qualifiers,FALSE,FALSE,TRUE
11/10/15,Greece,Hungary,4,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Kenya,Mauritius,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Malawi,Tanzania,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Nigeria,Cameroon,3,0,Friendly,FALSE,FALSE,TRUE
11/10/15,Poland,Ireland,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
11/10/15,Serbia,Portugal,1,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Austria,Liechtenstein,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Belarus,Macedonia,0,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Estonia,Switzerland,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Gabon,Congo DR,1,2,Friendly,FALSE,FALSE,TRUE
12/10/15,Lithuania,England,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Luxembourg,Slovakia,2,4,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Morocco,Guinea,1,1,Friendly,TRUE,FALSE,FALSE
12/10/15,Russia,Montenegro,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,San Marino,Slovenia,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Sweden,Moldova,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/10/15,Ukraine,Spain,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Algeria,Senegal,1,0,Friendly,TRUE,FALSE,FALSE
13/10/15,Bahrain,Philippines,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Belgium,Israel,3,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Bhutan,Hong Kong,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Botswana,Eritrea,3,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Brazil,Venezuela,3,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Bulgaria,Azerbaijan,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Burma,Laos,3,1,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
13/10/15,Burundi,Seychelles,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Congo,Benin,2,1,Friendly,TRUE,FALSE,FALSE
13/10/15,Cyprus,Bosnia-Herzegovina,2,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,East Timor,Malaysia,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Ecuador,Bolivia,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,El Salvador,Guatemala,1,1,Friendly,FALSE,FALSE,TRUE
13/10/15,Guinea-Bissau,Liberia,1,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Iran,Japan,1,1,Friendly,TRUE,FALSE,FALSE
13/10/15,Italy,Norway,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Jordan,Tajikistan,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Korea DPR,Yemen,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Korea Republic,Jamaica,3,0,Friendly,TRUE,FALSE,FALSE
13/10/15,Kuwait,Lebanon,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Kyrgyzstan,Bangladesh,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Latvia,Kazakhstan,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Lesotho,Comoros,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Madagascar,Central African Republic,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Malta,Croatia,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Mauritania,South Sudan,4,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Namibia,Gambia,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Netherlands,Czech Republic,2,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Niger,Somalia,4,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Oman,India,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Paraguay,Argentina,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Peru,Chile,3,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Qatar,Maldives,4,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Sierra Leone,Chad,2,1,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
13/10/15,Singapore,Cambodia,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Syria,Afghanistan,5,2,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
13/10/15,Turkey,Iceland,1,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Turkmenistan,Guam,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Uruguay,Colombia,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Vietnam,Thailand,0,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/10/15,Wales,Andorra,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
17/10/15,Swaziland,Djibouti,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
3/11/15,Cambodia,Brunei,6,1,Friendly,TRUE,FALSE,FALSE
5/11/15,United Arab Emirates,Turkmenistan,5,1,Friendly,TRUE,FALSE,FALSE
6/11/15,Angola,Namibia,1,0,Friendly,TRUE,FALSE,FALSE
6/11/15,Congo DR,Zambia,3,0,Friendly,FALSE,FALSE,TRUE
7/11/15,Angola,Congo DR,1,0,Friendly,TRUE,FALSE,FALSE
7/11/15,Hong Kong,Burma,5,0,Friendly,TRUE,FALSE,FALSE
7/11/15,Namibia,Zambia,0,0,Friendly,FALSE,FALSE,TRUE
7/11/15,Vanuatu,Fiji,1,1,Friendly,TRUE,FALSE,FALSE
9/11/15,Palestine,Saudi Arabia,0,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
10/11/15,Vanuatu,Fiji,2,1,Friendly,TRUE,FALSE,FALSE
11/11/15,Estonia,Georgia,3,0,Friendly,TRUE,FALSE,FALSE
11/11/15,Jordan,Malta,2,0,Friendly,FALSE,FALSE,TRUE
11/11/15,Mozambique,Gabon,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
11/11/15,Sudan,Zambia,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Afghanistan,Cambodia,3,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
12/11/15,Andorra,St. Kitts and Nevis,0,1,Friendly,TRUE,FALSE,FALSE
12/11/15,Australia,Kyrgyzstan,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Benin,Burkina Faso,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Bolivia,Venezuela,4,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Burundi,Congo DR,2,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Chile,Colombia,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,China,Bhutan,12,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Ecuador,Uruguay,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,India,Guam,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Iran,Turkmenistan,3,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Korea Republic,Burma,4,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Lebanon,Laos,7,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Macedonia,Montenegro,4,1,Friendly,TRUE,FALSE,FALSE
12/11/15,Maldives,Hong Kong,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Morocco,Equatorial Guinea,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Namibia,Guinea,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Norway,Hungary,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Oman,New Zealand,0,1,Friendly,TRUE,FALSE,FALSE
12/11/15,Palestine,Malaysia,6,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
12/11/15,Philippines,Yemen,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Singapore,Japan,0,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Tajikistan,Bangladesh,5,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Thailand,Taiwan,4,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Togo,Uganda,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,United Arab Emirates,East Timor,8,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/11/15,Uzbekistan,Korea DPR,3,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Angola,South Africa,1,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Argentina,Brazil,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Belgium,Italy,3,1,Friendly,TRUE,FALSE,FALSE
13/11/15,Bosnia-Herzegovina,Ireland,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Comoros,Ghana,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Costa Rica,Haiti,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Czech Republic,Serbia,4,1,Friendly,TRUE,FALSE,FALSE
13/11/15,France,Germany,2,0,Friendly,TRUE,FALSE,FALSE
13/11/15,Kenya,Cape Verde,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Kosovo,Albania,2,2,Friendly,TRUE,FALSE,FALSE
13/11/15,Liberia,Ivory Coast,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Libya,Rwanda,1,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
13/11/15,Luxembourg,Greece,1,0,Friendly,TRUE,FALSE,FALSE
13/11/15,Madagascar,Senegal,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Mauritania,Tunisia,1,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Niger,Cameroon,0,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Northern Ireland,Latvia,1,0,Friendly,TRUE,FALSE,FALSE
13/11/15,Peru,Paraguay,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Poland,Iceland,4,2,Friendly,TRUE,FALSE,FALSE
13/11/15,Qatar,Turkey,1,2,Friendly,TRUE,FALSE,FALSE
13/11/15,Slovakia,Switzerland,3,2,Friendly,TRUE,FALSE,FALSE
13/11/15,Spain,England,2,0,Friendly,TRUE,FALSE,FALSE
13/11/15,Swaziland,Nigeria,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
13/11/15,Wales,Netherlands,2,3,Friendly,TRUE,FALSE,FALSE
14/11/15,Botswana,Mali,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Chad,Egypt,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Ethiopia,Congo,3,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Gabon,Mozambique,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Hong Kong,Macau,2,0,Friendly,TRUE,FALSE,FALSE
14/11/15,Russia,Portugal,1,0,Friendly,TRUE,FALSE,FALSE
14/11/15,Sweden,Denmark,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Tanzania,Algeria,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
14/11/15,Ukraine,Slovenia,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/15,Congo DR,Burundi,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
15/11/15,Equatorial Guinea,Morocco,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
15/11/15,Guinea,Namibia,2,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
15/11/15,Hungary,Norway,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/15,Uganda,Togo,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
15/11/15,Zambia,Sudan,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
16/11/15,Albania,Georgia,2,2,Friendly,TRUE,FALSE,FALSE
16/11/15,Ireland,Bosnia-Herzegovina,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Algeria,Tanzania,7,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Austria,Switzerland,1,2,Friendly,TRUE,FALSE,FALSE
17/11/15,Azerbaijan,Moldova,2,1,Friendly,TRUE,FALSE,FALSE
17/11/15,Bangladesh,Australia,0,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Bhutan,Qatar,0,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Brazil,Peru,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Burkina Faso,Benin,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Burma,Kuwait,3,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
17/11/15,Cambodia,Japan,0,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Cameroon,Niger,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Cape Verde,Kenya,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Colombia,Argentina,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Congo,Ethiopia,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Denmark,Sweden,2,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
17/11/15,East Timor,Saudi Arabia,0,10,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Egypt,Chad,4,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,England,France,2,0,Friendly,TRUE,FALSE,FALSE
17/11/15,Estonia,St. Kitts and Nevis,3,0,Friendly,TRUE,FALSE,FALSE
17/11/15,Ghana,Comoros,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Guam,Iran,0,6,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Honduras,Mexico,0,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Hong Kong,China,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Italy,Romania,2,2,Friendly,TRUE,FALSE,FALSE
17/11/15,Ivory Coast,Liberia,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Korea DPR,Bahrain,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Kyrgyzstan,Jordan,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Laos,Korea Republic,0,5,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Luxembourg,Portugal,0,2,Friendly,TRUE,FALSE,FALSE
17/11/15,Macedonia,Lebanon,0,1,Friendly,TRUE,FALSE,FALSE
17/11/15,Malaysia,United Arab Emirates,1,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Mali,Botswana,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Nigeria,Swaziland,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Paraguay,Bolivia,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Poland,Czech Republic,3,1,Friendly,TRUE,FALSE,FALSE
17/11/15,Russia,Croatia,1,3,Friendly,TRUE,FALSE,FALSE
17/11/15,Rwanda,Libya,1,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Senegal,Madagascar,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Singapore,Syria,1,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Slovakia,Iceland,3,1,Friendly,TRUE,FALSE,FALSE
17/11/15,Slovenia,Ukraine,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
17/11/15,South Africa,Angola,1,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Tunisia,Mauritania,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Turkey,Greece,0,0,Friendly,TRUE,FALSE,FALSE
17/11/15,Turkmenistan,Oman,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Uruguay,Chile,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Venezuela,Ecuador,1,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/11/15,Yemen,Uzbekistan,1,3,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
8/12/15,Nicaragua,Cuba,5,0,Friendly,TRUE,FALSE,FALSE
11/12/15,Nicaragua,Cuba,1,0,Friendly,TRUE,FALSE,FALSE
16/12/15,Honduras,Cuba,2,0,Friendly,TRUE,FALSE,FALSE
17/12/15,Bangladesh,Nepal,1,0,Friendly,TRUE,FALSE,FALSE
26/12/15,Martinique,Guadeloupe,2,0,Friendly,TRUE,FALSE,FALSE
6/1/16,Rwanda,Cameroon,1,1,Friendly,TRUE,FALSE,FALSE
6/1/16,Sweden,Estonia,1,1,Friendly,FALSE,FALSE,TRUE
8/1/16,Bangladesh,Sri Lanka,4,2,Friendly,TRUE,FALSE,FALSE
8/1/16,Trinidad and Tobago,Haiti,0,1,Friendly,FALSE,FALSE,TRUE
10/1/16,Rwanda,Congo DR,1,0,Friendly,TRUE,FALSE,FALSE
10/1/16,Sweden,Finland,3,0,Friendly,FALSE,FALSE,TRUE
11/1/16,Maldives,Cambodia,3,2,Friendly,FALSE,FALSE,TRUE
13/1/16,Finland,Iceland,0,1,Friendly,FALSE,FALSE,TRUE
13/1/16,Nepal,Sri Lanka,1,0,Friendly,FALSE,FALSE,TRUE
13/1/16,Uganda,Cameroon,0,0,Friendly,TRUE,FALSE,FALSE
15/1/16,Bangladesh,Nepal,0,0,Friendly,TRUE,FALSE,FALSE
16/1/16,United Arab Emirates,Iceland,2,1,Friendly,TRUE,FALSE,FALSE
19/1/16,Maldives,Nepal,1,4,Friendly,FALSE,FALSE,TRUE
27/1/16,Egypt,Jordan,0,1,Friendly,TRUE,FALSE,FALSE
29/1/16,Egypt,Libya,2,0,Friendly,TRUE,FALSE,FALSE
